"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"5649","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18263/2026-2027/219684","UDUPI(DEPUTY COMMISSIONER UDUPI_IDA)","KOTA SRINIVAS POOJARY","UDUPI CHIKMAGALUR","30-Jun-2026","AJITH","Payment Success","200000"
"5650","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18152/2024-2025/158093","MOGA(Deputy Commissioner Moga)","SARABJEET SINGH KHALSA","FARIDKOT(SC)","13-Jul-2026","chiranji lal madan lal","Payment Success","6700"
"5651","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18152/2024-2025/158093","MOGA(Deputy Commissioner Moga)","SARABJEET SINGH KHALSA","FARIDKOT(SC)","13-Jul-2026","chiranji lal madan lal","Payment Success","54750"
"5652","Haryana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18067/2025-2026/227273","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jun-2026","VIKAS","Payment Success","299963"
"5653","Haryana","Providing drains and gutters for public drainage","WS/MP18060/2025-2026/217067","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","VARUN CHAUDHRY","AMBALA (SC)","13-Aug-2026","The Om Swastik Co op L and C Society Ltd","Payment Success","354253"
"5654","Haryana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18067/2025-2026/227273","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jun-2026","LAXMI BRICKS COMPANY","Payment Success","233470"
"5655","Haryana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18067/2025-2026/227273","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jun-2026","AMIT GOVT CONTRACTOR","Payment Success","1291801"
"5656","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/254814","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","16-Jun-2026","GOPAL SINGH RAWAT","Payment Success","293761"
"5657","Odisha","Construction of footpaths and pedestrian ways","WS/MP18144/2024-2025/141587","KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA)","MALVIKA DEVI","KALAHANDI","29-May-2026","Gajaraj Majhi","Payment Success","600000"
"5658","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18276/2025-2026/242967","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","JASHUBHAI BHILUBHAI RATHVA","CHHOTA UDAIPUR(ST)","15-Jul-2026","palasvada gram panchayat","Payment Success","490000"
"5659","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18276/2025-2026/256947","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","JASHUBHAI BHILUBHAI RATHVA","CHHOTA UDAIPUR(ST)","25-Jun-2026","palasvada gram panchayat","Payment Success","350000"
"5660","Punjab","Establishing public lift irrigation projects","WS/MP18155/2025-2026/250539","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL","HOSHIARPUR(SC)","29-May-2026","pawan kumar","Payment Success","46800"
"5661","Odisha","Construction of community centers and community halls","WS/MP18142/2025-2026/217276","PURI(DISTRICT COLLECTOR PURI_IDA)","BIBHU PRASAD TARAI","JAGATSINGHPUR(SC)","25-Jun-2026","BDONIMAPADA MISCAC","Payment Success","211"
"5662","Odisha","Construction of community centers and community halls","WS/MP18142/2025-2026/217276","PURI(DISTRICT COLLECTOR PURI_IDA)","BIBHU PRASAD TARAI","JAGATSINGHPUR(SC)","25-Jun-2026","BDONIMAPADA MISCAC","Payment Success","300"
"5663","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/269014","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE","AKOLA","18-Jun-2026","SACHIV SARPANCH VISHESH NIDHI GRAMPANCHAYAT KURANKHED","Payment Success","150000"
"5664","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/269014","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE","AKOLA","23-Jun-2026","SACHIV SARPANCH VISHESH NIDHI GRAMPANCHAYAT KURANKHED","Payment Success","144791"
"5665","Odisha","Construction of additional rooms and halls in the existing public and community building","WS/MP18141/2025-2026/250782","DHENKANAL(DISTRICT COLLECTOR DHENKANAL_IDA)","RUDRA NARAYAN PANY","DHENKANAL","30-May-2026","AVISHKA ENTERPRISES","Payment Success","317719"
"5666","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18324/2025-2026/254245","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","BHARATBHAI MANUBHAI SUTARIYA","AMRELI","11-Jun-2026","DHUNDHAVANA GRAM PANCHAYAT","Payment Success","250000"
"5667","Telangana","Construction of community centers and community halls","WS/MP18338/2025-2026/220045","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","30-May-2026","G JOSEPH","Payment Success","498908"
"5668","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2025-2026/199544","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","08-Jul-2026","Mekapilla Rajesh","Payment Success","470775"
"5669","Andhra Pradesh","Renovation of ponds and lakes","WS/MP18351/2025-2026/158792","KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA)","DR BYREDDY SHABARI","NANDYAL","06-Jul-2026","JANARDHANA REDDY BOBALI","Payment Success","499988"
"5670","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP692/2026-2027/183473","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Smt Supriya Sadanand Sule","BARAMATI","20-Jul-2026","jay khanderiya majur sahakari sanstha ltd","Payment Success","499596"
"5671","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP692/2026-2027/183477","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Smt Supriya Sadanand Sule","BARAMATI","23-Jun-2026","jay khanderiya majur sahakari sanstha ltd","Payment Success","981670"
"5672","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP468/2025-2026/235774","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","Anurag Sharma","JHANSI","22-Jul-2026","Jai Mahakal Trders","Payment Success","374183"
"5673","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP468/2026-2027/260340","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","Anurag Sharma","JHANSI","22-Jul-2026","Jai Mahakal Trders","Payment Success","374220"
"5674","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP468/2025-2026/235775","JHANSI(DISTRICT MAGISTRAE JHANSI_IDA)","Anurag Sharma","JHANSI","22-Jul-2026","Jai Mahakal Trders","Payment Success","374220"
"5675","Gujarat","Construction of buildings for community cultural activities","WS/MP584/2025-2026/216396","KACHCHH(DISTRICT COLLECTOR KUTCH_IDA)","Vinod Chavda","KACHCHH(SC)","18-Jun-2026","SHREE DADOR JUTH GRAM PANCHAYAT","Payment Success","350000"
"5676","Tamil Nadu","Construction of community centers and community halls","WS/MP751/2025-2026/180903","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","S Venkatesan","MADURAI","12-Jun-2026","AM Construction","Payment Success","699778"
"5677","Tamil Nadu","Construction of community centers and community halls","WS/MP751/2025-2026/180907","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","S Venkatesan","MADURAI","12-Jun-2026","AM Construction","Payment Success","699896"
"5678","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP588/2025-2026/202415","JAMNAGAR(DISTRICT COLLECTOR JAMNAGAR_IDA)","Smt Poonamben Hematbhai Maadam","JAMNAGAR","20-Jun-2026","CHARANTUNGI GRAM PANCHAYAT","Payment Success","499898"
"5679","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18086/2026-2027/194004","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","SHREYAS. M. PATEL","HASSAN","29-May-2026","Chandan P Gowda","Payment Success","375000"
"5680","Karnataka","Construction of community centers and community halls","WS/MP18086/2026-2027/274110","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","SHREYAS. M. PATEL","HASSAN","11-Aug-2026","Akhila C","Payment Success","367500"
"5681","Maharashtra","Construction of community centers and community halls","WS/MP18119/2025-2026/163479","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","DR. KIRSAN NAMDEO","GADCHIROLI-CHIMUR(ST)","23-Jun-2026","GRAM PANCHAYAT GANDHITOLA","Payment Success","499970"
"5682","Tamil Nadu","Construction of community centers and community halls","WS/MP743/2026-2027/190869","CHENGALPATTU(District Collector Chengalpattu_IDA)","Ganesan Selvam","KANCHEEPURAM(SC)","29-May-2026","Thanmaya Constructions","Payment Success","998628"
"5683","Odisha","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18358/2025-2026/188020","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","ANITA SUBHADARSHINI","ASKA","17-Jun-2026","Raghunath Panda","Payment Success","300000"
"5684","Andhra Pradesh","Providing supply pipelines for drinking water","WS/MP18007/2025-2026/183349","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","25-Jul-2026","Gudla Venkata Pavan","Payment Success","235134"
"5685","Karnataka","Street lights","WS/MP18076/2026-2027/220507","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","DR C N MANJUNATH","BANGALORE RURAL","30-Jun-2026","SHIVANNA C","Payment Success","176250"
"5686","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/192505","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","14-Aug-2026","kamala kuriya","Payment Success","16536"
"5687","Madhya Pradesh","Improvement of electricity distribution infrastructure","WS/MP643/2025-2026/258068","BURHANPUR(District Collector Burhanpur_IDA)","Gyaneshwar Patil","KHANDWA","30-Jun-2026","gram panchayat hatnoor","Payment Success","862006"
"5688","Madhya Pradesh","Development of public parks","WS/MP643/2025-2026/259582","BURHANPUR(District Collector Burhanpur_IDA)","Gyaneshwar Patil","KHANDWA","29-May-2026","gram panchayat bahadarpur","Payment Success","500000"
"5689","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/192505","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","14-Aug-2026","Radha kuriya","Payment Success","16536"
"5690","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP428/2026-2027/275093","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey","RAJNANDGAON","26-Jun-2026","GRAM PANCHAYAT PANDARIYA","Payment Success","250000"
"5691","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/269017","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE","AKOLA","18-Jun-2026","GENERAL FUND GRAM PANCHAYAT SAVARKHED","Payment Success","487461"
"5692","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/269017","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE","AKOLA","27-May-2026","GENERAL FUND GRAM PANCHAYAT SAVARKHED","Payment Success","500000"
"5693","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/269023","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE","AKOLA","27-May-2026","GRAM PACNHAYAT PINJAR","Payment Success","500000"
"5694","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18111/2026-2027/269023","AKOLA(DISTRICT COLLECTOR AKOLA_IDA)","ANUP SANJAY DHOTRE","AKOLA","18-Jun-2026","GRAM PACNHAYAT PINJAR","Payment Success","487685"
"5695","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18147/2025-2026/250344","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","NABA CHARAN MAJHI","MAYURBHANJ (ST)","28-May-2026","Narendra Kumar Jaiswal Vaishnavi Communication","Payment Success","500000"
"5696","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18267/2026-2027/250878","KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA)","GOPINATH K","KRISHNAGIRI","25-Jun-2026","Shivakumar Venkatagiriyappa","Payment Success","299663"
"5697","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18267/2026-2027/250876","KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA)","GOPINATH K","KRISHNAGIRI","25-Jun-2026","Shivakumar Venkatagiriyappa","Payment Success","249350"
"5698","Kerala","Purchase of vans and buses for educational institutions","WS/MP18423/2025-2026/181701","WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA)","Priyanka Gandhi Vadra","WAYANAD","10-Jul-2026","HM GOVT LPS PALLIKKAL","Payment Success","64000"
"5699","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18131/2025-2026/200907","RATNAGIRI(District Collector Ratnagiri_IDA)","NARAYAN TATU RANE","RATNAGIRI-SINDHUDURG","06-Aug-2026","sunil ganpat padyar","Payment Success","250000"
"5700","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18376/2026-2027/226529","MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA)","ANIL YESHWANT DESAI","MUMBAI SOUTH CENTRAL","20-May-2026","MS RAVI ASHOK KUNCHIKORVE","Payment Success","1798634"
"5701","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18376/2026-2027/226526","MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA)","ANIL YESHWANT DESAI","MUMBAI SOUTH CENTRAL","20-May-2026","MS RAVI ASHOK KUNCHIKORVE","Payment Success","1598785"
"5702","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18104/2026-2027/255513","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","DARSHAN SINGH CHOUDHARY","HOSHANGABAD","20-May-2026","SARPANCH SACHIV CHHATTARPUR","Payment Success","100000"
"5703","Andhra Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18014/2025-2026/218029","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","PRABHAKAR REDDY VEMIREDDY","NELLORE(SC)","24-Jun-2026","VIJAYARAM CONSTRUCTIONS","Payment Success","2458293"
"5704","Gujarat","Construction of community centers and community halls","WS/MP588/2025-2026/213429","DEVBHUMI DWARKA(DISTRICT COLLECTOR DEVBHUMI DWARKA_IDA)","Smt Poonamben Hematbhai Maadam","JAMNAGAR","06-Jul-2026","Dudhala GP","Payment Success","497698"
"5705","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18376/2026-2027/226525","MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA)","ANIL YESHWANT DESAI","MUMBAI SOUTH CENTRAL","20-May-2026","MS ANSARI SHARIQ IQBAL AHMED","Payment Success","2498104"
"5706","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP490/2025-2026/241247","VARANASI(DISTRICT MAGISTRAE VARANASI_IDA)","Shri Narendra Modi","VARANASI","18-Jul-2026","OM CONSTRUCTION","Payment Success","313526"
"5707","Andhra Pradesh","Installing community drinking water plants","WS/MP18007/2025-2026/243396","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","25-May-2026","Ogireddy satya Lokesh Kumar","Payment Success","395244"
"5708","Tamil Nadu","Lighting of public spaces","WS/MP18265/2025-2026/241768","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","M.K. VISHNUPRASAD","CUDDALORE","27-May-2026","JSS CONSTRUCTIONS","Payment Success","449005"
"5709","Tamil Nadu","Lighting of public spaces","WS/MP18265/2025-2026/241765","CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA)","M.K. VISHNUPRASAD","CUDDALORE","27-May-2026","JSS CONSTRUCTIONS","Payment Success","449000"
"5710","Lakshadweep","Purchase of hospital equipment","WS/MP18279/2025-2026/213960","LAKSHADWEEP DISTRICT(COLLECTOR CUM DEV COMMISSIONER LAKSHADWEEP_IDA)","MUHAMMED HAMDULLAH SAYEED","LAKSHADWEEP(ST)","20-May-2026","R PHARMA","Payment Success","471000"
"5711","Assam","Street lights","WS/MP538/2025-2026/254369","KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA)","Dilip Saikia","Darrang-Udalguri","23-Jun-2026","JMB Associates","Payment Success","590000"
"5712","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18326/2025-2026/238334","SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA","SURENDRANAGAR","17-Jun-2026","KANPARA GRAM PANCHAYAT","Payment Success","494370"
"5713","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP013/2025-2026/249445","Soreng(DISTRICT COLLECTOR SORENG_IDA)","Indra Hang Subba","SIKKIM","15-Jun-2026","Assistant Engineer BAC Kaluk","Payment Success","407440"
"5714","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP653/2026-2027/191815","Agar-Malwa(District Collector Agar Malwa_IDA)","Mahendra Singh Solanky","DEWAS(SC)","29-May-2026","SONDHIYA CONSTRUCTIONS RAJU SONDHIYA","Payment Success","750294"
"5715","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP866/2026-2027/232570","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Kalanidhi Veeraswamy","CHENNAI NORTH","10-Jun-2026","KR ENGINEERING CONSTRUCTIONS","Payment Success","1681364"
"5716","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP866/2026-2027/232571","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Kalanidhi Veeraswamy","CHENNAI NORTH","10-Jun-2026","KR ENGINEERING CONSTRUCTIONS","Payment Success","1678193"
"5717","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP866/2026-2027/232569","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Kalanidhi Veeraswamy","CHENNAI NORTH","10-Jun-2026","KR ENGINEERING CONSTRUCTIONS","Payment Success","1679916"
"5718","Odisha","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18358/2025-2026/187942","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","ANITA SUBHADARSHINI","ASKA","17-Jun-2026","CHAKRAPANI PRADHAN","Payment Success","300000"
"5719","Maharashtra","Development of public parks","WS/MP18307/2025-2026/231062","MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA)","Piyush Vedprakash Goyal","MUMBAI NORTH","01-Jul-2026","Samarth Infrastructure","Payment Success","2397497"
